SquareFeet,Bedrooms,Bathrooms,Neighborhood_Category,YearBuilt,Price
0.61,0.33,1,0.5,0.66,206577.7271
0.6,1,0,1,0.51,189480.4183
0.36,0.67,1,0.5,0.48,213330.9105
0.69,0.67,0,1,0.21,236174.358
0.24,0.33,0.5,0.5,0.94,189091.699
0.28,0.33,0,1,0.41,165270.2519
0.24,0,1,0.5,0.24,220022.0968
0.19,1,1,0,0.07,146855.6441
0.86,0,0.5,0.5,0.63,312337.2327
0.46,0,0.5,0,0.56,201168.6274
0.21,1,1,0,0.66,150779.235
0.92,0.33,0,0.5,0.2,331741.8646
0.15,0,0.5,0.5,0.08,159711.546
0.32,0.67,0.5,0,0.51,123374.9621
0.86,0,0,1,0.35,271681.397
0.7,1,1,0,0.9,321254.1438
0.51,0,0.5,1,0.35,255668.3434
0.53,0,0.5,0,0.69,281724.6397
0.37,0.67,1,0,0.41,139179.2067
0.93,1,0,0,0.46,319998.3263
0.56,0.67,0,0.5,0.63,262096.7656
0.87,0.33,0.5,0.5,0.93,236529.1292
0.64,1,1,0.5,0.25,269883.253
0.91,0,0,0,0.8,348078.7529
0.9,0.67,1,0,0.42,271564.3596
0.07,0.67,0.5,0.5,0.17,138388.5131
0.75,1,0,0.5,0.39,135585.8353
0.63,0.67,1,0.5,0.73,192822.2954
0.49,1,1,0.5,0.23,294283.5322
0.51,0.33,0.5,0,0.42,180845.4989
0.48,1,0,1,0.72,258923.315
0.45,1,0.5,0.5,0.56,291117.0156
0.04,0.33,0.5,0,0.79,104438.1611
0.85,0.33,0,1,0.1,244351.0222
0.61,0,1,0.5,0.75,321613.5287
0.65,0.67,1,0,0.77,254847.728
0.67,0.33,1,0.5,0.37,285827.9976
0.05,0.33,0,0,0.87,106344.7452
0.63,0.67,0.5,0,0.93,275835.4867
0.53,0.67,1,0,0.35,296726.6743
0.86,0,1,1,0.76,238310.4949
0.44,0,0,1,0.61,234569.1049
0.07,1,0,0.5,0.62,191656.2481
0.31,0,0.5,0.5,0.58,125763.8752
0.85,0.33,0.5,0.5,0.35,292084.1373
0.43,0.33,1,0.5,0.28,177316.4977
0.14,0.67,1,0,0.34,54360.21636
0.75,0,0,0,0.82,254175.2395
0.21,1,0.5,1,0.54,205614.5792
0.25,1,1,0,0.92,179176.1009
0.37,1,0,0.5,0.58,188693.7634
0.87,1,0.5,0,0.3,326655.5685
0.94,0.67,0.5,1,0.01,316460.6992
0.21,0,0.5,0,0.82,184353.0161
0.72,0,0,1,0.14,252580.4036
0.8,0,0.5,1,0.56,232148.0068
0.19,0,0,0,0.04,176816.7663
0.17,1,0,1,0.37,156550.8283
0.47,1,0,0,0.63,272705.7534
0.31,0.67,0.5,1,0.92,222521.5886
0.98,0.67,1,0,0.76,275533.4904
0.25,1,1,1,0.52,263873.3565
0.1,0.33,0,0.5,0.06,134513.6475
0.25,0,0,0.5,0.38,107891.1629
0.41,0.67,1,0,0.11,181458.2088
0.87,1,0.5,1,0.8,295216.4584
0.63,0,1,1,0.73,292062.6568
0.98,0,1,0.5,0.7,210573.0981
0.11,1,0.5,0.5,0.65,79442.58846
0.7,0.33,0,0,0.56,210826.1954
0.07,0.33,1,1,0.2,216479.5751
0.43,0.67,0,1,0.65,257825.2379
0.41,1,0.5,0,0.37,171509.1876
0.59,0.67,0.5,1,0.44,208222.6853
0.57,0.33,0.5,0.5,0.79,282190.6491
0.74,0.67,0.5,1,0.68,284858.2259
0.54,0.67,0.5,1,0.69,222604.997
0.05,0.33,0,1,0.17,97960.81478
0.94,0,0.5,1,0.94,279490.6612
0.44,0,0,0.5,0.66,188517.3144
0.33,0.33,0.5,1,0.83,273283.6379
0.14,0,0,0,0.07,226822.6537
0.51,1,0.5,1,0.93,279067.4321
0.59,0,0.5,0,0.58,229380.0681
0.09,0.33,0,0,0.07,254965.8619
0.53,1,1,0,0.34,322899.5892
0.99,0.67,0.5,1,0.68,328194.2415
0.79,0.33,0,0.5,0.48,210921.0049
0.57,0.33,0,0,0.08,310583.6672
0.15,0,1,0,0.14,193652.2849
0.7,1,0.5,1,0.83,211997.7778
0.63,0.33,1,0.5,0.08,300740.6955
0.8,1,0,0.5,0.93,420188.624
0.87,1,0.5,0,0.34,348298.3474
0.62,0,1,1,0.04,219802.3301
0.09,0.33,0.5,1,0.7,181346.3428
0.66,1,0,1,0.59,282550.6432
0.85,1,1,0,0.62,257040.4964
0.03,0.67,0,0,0.59,213693.5692
0.65,0,0,1,0.1,230073.1302
0.15,0.33,1,0,0.69,98780.90073
0.8,1,1,0.5,0.83,295989.9315
0.66,0,1,1,0.42,260752.9649
0.49,0.33,0,1,0.44,251045.766
0.56,1,0.5,1,0.51,241222.6944
0.63,0.33,0.5,0.5,0.52,224177.5434
0.64,0.33,0.5,1,0.37,267759.5779
0.35,0,0.5,0.5,0.7,174178.7104
0.76,0,0.5,1,0.87,139158.2707
0.04,0.67,0.5,1,0.1,46909.90595
0.6,0.67,1,0,0.73,237142.3869
0.13,0.67,0.5,0,0.08,145979.6186
0.69,1,0,0,0.94,288165.0873
0.89,0.67,0,0.5,0.65,216087.4108
0.95,0.33,0.5,0.5,0.66,292447.9037
0.86,0,0,0.5,0.1,279086.654
0.4,0.33,0,0.5,0.42,214079.6931
0.45,0,0.5,1,0.66,278159.58
0.98,0,1,0.5,0.35,328531.6921
0.1,0.33,1,0.5,0.59,79419.65424
0.41,0.33,0.5,0,0.69,255586.7798
0.92,1,1,0,0.76,381431.1906
0.3,0,1,0,0.28,129308.3029
0.22,0.67,0.5,0,0.17,191470.8229
0.23,1,0,0.5,0.75,294023.0109
0.48,0.67,1,0.5,0.7,293841.7865
0.24,1,0.5,0.5,0.06,152520.7161
0.87,0,0,0,0.72,385277.4045
0.18,0.33,1,1,0,155979.1074
0.45,0.33,0.5,1,0.13,240375.4645
0.98,0,1,0,0.55,452870.619
0.76,0.33,1,1,0.97,294531.3
0.46,0,0.5,0,0.31,278424.972
0.07,0,0,1,0.37,134093.9608
0.18,0,0.5,0,0.92,105316.7496
0.46,1,0,0,0.23,153278.6108
0.09,0.33,0.5,1,0.39,29695.88259
0.81,1,0.5,1,0.01,291074.0277
0.66,0.67,1,1,0.79,282043.8857
0.24,0,0,0.5,0.94,106276.6727
0.7,0.33,0,0.5,0.11,254042.8801
0.33,0.67,0,0,0.46,214435.8489
0.37,0,1,0.5,0.69,155000.5785
0.27,0.67,0.5,0.5,0.48,179969.0022
0.77,1,1,1,0.45,288923.3813
0.4,1,0.5,1,0.46,93424.50281
0.8,0.33,0.5,0.5,0.37,196553.9139
0.64,0.67,0.5,0,0.75,317578.7014
0.46,0.67,0.5,0.5,0.52,204066.9078
0.25,1,0.5,1,0.76,176194.1858
0.31,1,1,0,0.9,191618.9768
0.5,0.33,0,0,0.77,146488.5278
0.55,0,0.5,0.5,0.65,246465.5892
0.65,0.33,1,0.5,0.79,278290.3919
0.46,1,1,0.5,0.48,142565.2669
0.99,0.33,1,1,0.83,345503.3757
0.69,0,1,0,0.07,247354.7255
0.52,1,1,0,0.03,234912.3689
0.62,0,0.5,0,0.94,262911.0071
0.93,0.33,0,0.5,0.62,322740.4853
0.08,0,0.5,1,0.08,149555.1544
0.51,1,0.5,0,0.93,215133.0776
0.61,1,0,0.5,0.93,269473.8672
0.99,0,0.5,0,0.23,321248.3406
0.65,0.33,0,1,0.52,287941.1848
0.23,0.33,0.5,0.5,0.65,127023.1822
0.57,0.33,0,0,0.9,252805.3294
0.14,0.33,1,0,0.92,155047.5235
0.59,0.67,0,1,0,230771.9193
0.23,0.67,0.5,1,0.14,268657.4244
0.05,0,0.5,1,0.86,156862.9959
0.86,0.67,0,0.5,0.11,268527.0344
0.79,0.67,1,1,0.06,276963.5096
0.65,0.67,0.5,1,0.55,220554.6974
0.86,0,1,0,0.79,290412.8866
0.08,0.67,0,1,0.45,160271.8636
0.18,0.33,0,0,0.52,240456.6608
0.22,0.33,0,1,0.77,173046.0848
0.43,0,1,0.5,0.41,200312.4968
0.07,0,1,0,0.45,130329.2681
0.75,0,0,1,0.55,294233.7359
0.58,1,0,0,0.94,211213.7896
0.04,0.67,0,0,0.3,86793.28073
0.86,0,1,0.5,0.31,275994.0508
0.09,0,1,0,0.3,154750.7632
0.18,0,1,0,0.85,268652.045
0.06,0.33,0,1,0.49,54590.61326
0.63,0,1,1,0,231020.1763
0.81,0.33,0.5,0.5,0.93,304499.1834
0.8,0.33,1,0.5,0.34,366123.5677
0.33,1,1,0.5,0.96,212616.7224
0.96,0,0.5,1,0.87,228927.1011
0.7,1,1,0,0.7,215510.6064
0.07,0,0,1,0.3,132643.8025
0.49,0.67,0.5,0,0.79,196946.607
0.43,0,0,0.5,0.1,252401.6936
0.73,0,0.5,0,0.59,241033.2236
0.31,0,1,1,0.77,153176.8683
0.87,0,0.5,0.5,0.28,295817.2226
0.75,0,1,1,0.08,289858.4338
0.22,0,1,0,0.27,164652.4025
0.75,1,0,0,0.89,258224.9001
0.44,0.67,0.5,0.5,0.17,146980.2986
0.15,1,0.5,1,0.18,77854.74525
0.89,0.67,1,1,0.21,295840.6868
0.58,1,0,0.5,0.65,189690.1113
0.12,1,0,0,0.21,169213.7142
0.44,0,1,0,0.2,173924.3976
0.47,1,0,0.5,0.93,217406.5381
0.49,0.67,0,0,0.06,256423.4034
0.66,0.33,1,0.5,0.06,260971.9541
0.52,0.67,0,1,0.62,248619.7129
0.39,1,1,0,0.18,227991.8249
0.49,0.33,0,0.5,0.9,188843.7773
0.44,0,1,0.5,0.61,176593.4952
0.44,0.33,0.5,0,0.49,285572.914
0.96,0,0,0.5,0.24,340801.0767
0.03,0.67,0,0.5,1,109291.4632
0.31,0.33,0,0.5,0.69,163242.0282
0.44,0.33,0,1,0.61,269821.0361
0.57,0.33,0,0.5,0.8,243979.9716
0.69,0,1,0.5,0.61,256881.504
0.66,0,0,1,0,162455.5087
0.24,0.67,1,0,0.99,139905.7148
0.99,0.67,0.5,0.5,0.01,374752.483
0.05,1,0.5,0.5,0.1,155667.0253
0.26,0,1,1,0.13,215092.2075
0.33,0.67,0.5,0.5,0.11,207666.8457
0.37,0.33,1,1,0.08,207197.9273
0.36,0.33,0,1,0.68,197764.7165
0.44,0.33,1,1,0.48,235909.74
0.84,0.67,0.5,0,0.49,362549.613
0.1,0.33,1,0,1,134941.3514
0.99,0.33,0.5,1,0.76,293758.4368
0.79,0,1,1,0.01,332725.3004
0.63,0,0.5,0,0.31,263885.0754
0.07,0.67,0,0,0.35,57294.91475
0.17,0,1,0.5,0.58,220492.6582
0.6,1,0,0.5,0.31,344907.465
0.5,0.67,0,1,0.51,314097.8156
0.87,1,0,0,0.41,310514.6633
0.25,1,0.5,0,0.87,131922.4672
0.1,0.67,0.5,0.5,0.42,91660.40644
0.29,0,0,1,0.58,205927.4139
0.1,0,1,0,0.76,138518.0873
0,0.67,0.5,0,0.65,101994.7694
0.96,1,0.5,0,0,312060.6247
0.63,0.67,0,1,0.77,231080.5304
0.86,0.67,0.5,1,0.14,265907.3088
0.16,0.33,1,0,0.34,154119.9227
0.27,0.33,0.5,1,0.59,164396.4632
0.03,1,0.5,0.5,0.35,173055.1755
0.22,0,1,0.5,0.35,277155.5742
0.63,0.33,1,0.5,0.1,170089.6322
0.43,0.33,0.5,1,0.94,133350.3517
0.94,1,1,0.5,0.93,327600.1606
0.61,0.67,0.5,0,0.82,233654.46
0.29,0.33,1,0,0.59,166659.91
0.8,0,0,1,0.7,343738.8998
0.38,1,0.5,0.5,0.59,164584.5719
0.77,0.33,0,1,0.18,324282.5457
0.74,1,0.5,1,0.1,359195.3545
0.18,0.33,1,1,0.58,185069.3098
0.86,0.33,0,0,0.03,263044.4753
0.41,1,0.5,1,0.58,245467.9043
0.01,0,1,0,0.48,174234.4207
0.9,0,1,1,0.72,351577.1383
0.05,0.67,0,0.5,0.62,159709.5328
0.42,0.33,0.5,0,0.01,77897.96676
0.98,0.67,0,1,0.66,348880.3647
0.81,1,0.5,0.5,0.9,353516.7096
0.36,0.67,1,1,0.99,250655.2976
0.45,1,1,0.5,0.11,235786.9794
1,0,1,0,0.66,322288.2555
0.99,1,0.5,0,0.52,333839.4627
0.48,1,0.5,1,0.99,243677.0146
0.73,0.67,1,1,0.69,313333.263
0.45,0.33,0.5,1,0.93,165770.645
0.73,0.67,0.5,0.5,0.96,325955.6174
0.37,0,1,0,0.34,161269.4589
0.96,0,1,1,0.45,259543.0359
0.3,0,0.5,0.5,0.63,140824.0909
0.23,0.33,0.5,0.5,0.15,155015.9786
0.31,0.67,0,0,0.13,190598.7079
0.88,1,0.5,0,0.24,492195.26
0.35,1,0,1,0.89,195292.7353
0.86,0.33,0.5,0,0.63,333199.6392
0.76,0,0,1,0.25,320089.1269
0.34,0.33,0,0,0.38,115788.0009
0.64,1,1,0.5,0.32,306851.7456
0.27,0,0.5,0,0.89,269178.6226
0.79,0.33,1,0.5,0.68,216159.4575
0.43,1,1,0.5,0.82,268162.0088
0.81,1,0.5,0.5,1,281269.3434
0.45,0.33,1,1,0.39,214571.3265
0.73,1,1,0.5,0.03,326211.7781
0.14,0.67,1,1,0.01,140889.5791
0.28,0.67,1,0.5,0.83,162746.3433
0.82,0,0,0.5,0.73,238731.5483
0.06,0.67,0.5,1,0.31,208599.6744
0.19,0.67,0.5,0,0.72,203600.6686
0.93,0.33,1,1,0.27,209688.5136
0.38,0,0.5,0.5,0.46,294909.8601
0.61,0.33,0,1,0.44,302092.9
0.76,0.33,1,1,0.37,185674.2418
0.35,0.67,1,0,0.13,234797.3642
0.72,0.67,1,1,0.46,167723.3251
0.2,1,0,0,0.44,167976.0435
0.68,1,0.5,1,0.58,255041.012
0.62,0,0,1,0.17,267089.9585
0.01,0.67,0.5,0,0.38,198994.8968
0.34,1,0,0,0.42,202347.9881
0.31,0.33,0,1,0.1,201406.4962
0.62,0.67,1,0,0.15,266120.0016
0,0,1,1,0.99,59661.38572
0.35,0,1,1,0.77,162217.5575
0.86,0.33,0,0,0.41,380553.8676
0.9,1,0,0.5,0.2,278037.715
0.26,0.33,0.5,0.5,0.97,219001.1348
0.3,1,0,0.5,0.66,132255.941
0.84,0.67,0.5,0.5,0.21,255584.8401
0.33,0,1,0,0.18,189173.5241
0.08,1,1,1,0.45,161827.0997
0.42,0.33,0,0.5,0.63,156902.235
0.25,0.67,0.5,1,0.45,69340.73832
0.29,1,0.5,0,0.52,257647.2557
0.21,0.67,1,0,0.86,130237.373
0.39,0.67,0,0.5,0.38,213229.3405
0.08,0.33,0.5,1,0.58,118572.3568
0.18,0.33,0.5,0,0.28,123826.602
0.77,0.67,0.5,0.5,0.85,256036.1381
0.63,0.67,1,1,0.8,288645.2078
0.04,1,0,0.5,0.34,163226.452
0.73,0.33,0.5,1,0.08,346804.9577
0.33,1,0,1,0.44,151354.323
0.92,0,0.5,1,0.87,282746.4127
0.77,1,1,0,0.32,263534.7669
0.91,0.67,0,0.5,0.31,389824.0649
0.13,0,0.5,1,0.54,89185.69181
0.89,1,1,1,0.06,418034.0365
0.21,0,1,0.5,0.83,145481.1722
0.63,0.33,1,0,0.17,258049.2152
0.51,1,0.5,0.5,0.44,218059.6315
0.34,1,1,1,0.63,268735.3884
0.54,0.33,1,1,1,160445.7265
0,1,1,0.5,0.86,169669.9968
0.87,0,1,0.5,0.44,252190.3498
0.49,0.33,1,0,0.99,159982.0061
0.28,0,0.5,1,0.59,192192.9627
0.92,1,0,1,0.48,334441.2324
0.2,1,0.5,0.5,0.65,182783.4722
0.62,1,0.5,0.5,0.73,343054.1785
0.98,1,0.5,1,0.11,395123.2718
0.01,0,0,1,0.45,77465.45584
0.92,1,0,0,0.45,368397.788
0.51,0.33,1,1,0.76,192457.721
0.49,0.33,0,1,0.37,235096.547
0.78,0.67,0.5,0.5,0.44,231931.3518
0.19,0.33,1,0,0.45,169288.5503
0.35,0.67,0,1,0.07,148607.4458
0.29,0.33,0.5,0.5,0.9,265378.1667
0.74,0.33,1,1,0.1,209649.835
0.38,1,1,1,0.89,237262.9049
0.07,0.33,1,0,0.39,36721.24033
0.71,1,0.5,1,0.24,226287.0934
0.39,1,1,0.5,0.46,277987.0993
0.64,0.33,0.5,1,1,282041.8344
0.26,0,0,0.5,0.79,117333.402
0.74,1,1,1,0.13,290190.2508
0.01,0.33,0,0.5,0.48,112397.3877
0.45,0,1,0.5,0.1,154630.1133
0.19,0.33,1,1,0.14,171246.7744
0.28,0.33,1,0.5,0.06,73928.49757
0.44,0,0.5,0.5,0.32,181193.3054
0.71,0.33,0,1,0.49,360911.487
0.01,1,1,1,0.96,100794.9378
0.29,0.67,1,1,0.41,170165.559
0.76,0.67,0.5,0,0.52,315115.5862
0.38,0.33,1,0.5,0.35,215321.5242
0.5,0.67,0.5,0.5,0.54,133072.2712
0.21,0.67,1,0,0.93,115452.2734
0.68,0.67,0,0,0.51,269471.6828
0.21,1,0.5,0.5,0.18,100606.6418
0.97,1,0.5,1,0.82,402386.0112
0.97,0.67,1,0,0.31,329127.9912
0.82,0,0,0,0.14,267514.1929
0.85,0,1,1,0.94,341818.1336
0.98,0,0.5,1,0.42,332296.3979
0.06,1,1,0.5,0.56,178976.8017
0.22,1,0,1,0.46,82014.85086
0.02,1,0.5,0,0.92,158715.0236
0.95,1,0,0.5,0.92,330943.6816
0.97,0.67,0,0.5,0,300359.6375
0.67,1,0.5,0.5,0.39,204292.847
0.19,0.67,0,1,0.79,197024.1128
0.07,0,1,1,0.87,57599.50209
0.68,0.67,0.5,1,0.66,313761.4731
0.18,0,0,1,0.49,145240.0133
0.54,1,0,0,0.03,230607.7768
0.54,0,1,0,0.68,202493.0041
0.18,0,1,0.5,0.8,113307.3151
0.4,0.67,1,0,0.49,165266.0355
0.59,0,1,1,0.62,158071.0456
0.58,0.33,0,1,0.46,244073.8881
0.99,0,0,0,0.3,256011.435
0.41,1,0,0,0.9,213918.0859
0.58,0,0.5,0,0.86,170678.8731
0.2,0.33,0,1,0.72,156713.1232
0.98,0.67,0.5,1,0.35,329518.2122
0.44,0,0,0.5,0.96,182428.5086
0.23,0.33,1,0.5,0.07,290439.4212
0.89,1,0,0.5,0.8,244348.2392
0.93,1,0.5,0,0.49,304942.3899
0.4,0.67,1,0,0.63,154741.309
0.09,1,0,1,0.28,147073.7371
0.87,0.33,0.5,0,0.76,240920.5436
0.37,0,0,1,0.59,197862.0568
0.97,0.33,1,1,0.48,315214.1719
0.61,0.67,0.5,0,0.18,324940.3917
0.71,0,1,0,0.34,331156.3907
0.21,0.33,0.5,1,0.54,219792.3086
0.43,0.67,1,1,0.93,223450.834
0.65,0.67,0.5,1,0.97,262586.5221
0.94,0,0.5,0,0.73,308056.9585
0.12,0,0,1,0.15,78638.04969
0.61,1,1,0.5,0.79,301046.6117
0.66,1,0,1,0.83,334926.1925
0.39,0,1,0,0.49,215555.4117
0.38,1,1,1,0.9,133658.0126
0.07,0,0,0.5,0.87,112940.4067
0.4,1,0.5,0,0.52,166739.2691
0.9,0.33,1,1,0.42,289044.9798
0.09,0.67,0.5,1,0.23,145635.9122
0.08,0,1,0,0.46,197037.5414
0.1,0,0,0,0.65,43816.18277
0.76,0,0.5,1,0.72,206427.1064
0.79,0.33,0,1,0.59,217321.2939
0.48,0.67,1,0,0.39,169713.9908
0.9,1,0,0,0.3,305058.5723
0.29,1,1,1,0.52,224299.1978
0.76,0.67,0.5,0,0.86,274959.631
0.44,1,0.5,0,0.48,175137.9177
0.19,0,0,1,0.76,177982.3686
0.05,0.67,0,1,0.61,213964.105
0.5,0.33,0.5,0,0.07,201293.8381
0.57,0.67,0,0.5,0.25,293643.5467
0.67,0,0,0,0.15,263539.1783
0.49,0.67,0.5,0,0.37,261104.317
0.4,0.33,1,0.5,0.45,286124.2491
0.74,0.33,0,0.5,0.51,284015.4111
0.63,0.67,0,0.5,0.8,241487.041
0.33,0.67,0.5,0.5,0.42,178682.0302
0.44,1,1,0,0.65,291921.2309
0.61,1,1,0.5,0.92,180708.241
0.95,0,0,1,0.27,299214.8462
0.37,1,0,0,0.39,233278.5073
0.21,0,1,1,0.34,197117.8677
0.29,0,0,1,0.15,62387.83194
0.82,0.67,1,0,0.1,293014.6742
0.09,1,0,0,0.87,115512.5663
0.7,0.33,0,0,0.93,321874.8022
0.09,0.33,0.5,0.5,0.85,142031.0589
0.33,0.67,1,0.5,0.38,205779.7484
0.23,0.33,1,1,0.2,134067.4885
0.17,0.33,0,0,0.77,136827.2608
0.96,0.67,0.5,1,0.06,379199.7408
0.99,0.33,1,1,0.86,419473.8655
0.83,0.67,0,0.5,0.04,327764.3953
0.25,0,0,0,0.37,158599.9026
0.31,1,0.5,0.5,0.04,159246.0139
0.51,0.33,1,0.5,0.89,237960.032
0.56,0.67,1,0.5,0.18,236556.081
0.46,0.33,0,0.5,0,175593.2509
0,1,0,0,0.42,93865.33791
0.14,0.33,0.5,0.5,0.15,257353.0662
0.82,0,1,1,0.1,351960.2498
0.58,0.67,1,0.5,0.86,306298.2129
0.9,1,0.5,0.5,0.31,314030.2173
0.72,0,1,0.5,0.9,275806.5823
0.96,0.33,0.5,0,0.9,387898.7192
0.3,0.33,1,0.5,0.8,177022.6839
0.23,0.33,0.5,0.5,0.63,109148.3473
0.88,1,0.5,1,0.86,258867.2743
0.61,0.67,0,0.5,0.49,270687.7233
0.62,1,1,0.5,0.03,356364.8049
0.51,0,0,0,0.27,325045.2922
0.31,0.67,0.5,0.5,0.89,247754.5852
0.19,1,0.5,0.5,0.51,192213.7702
0.96,0.33,0.5,0.5,0.86,395447.6402
0.22,0,1,1,0.18,174944.1574
0.42,0.33,0,0.5,0.56,245211.0471
0.56,1,0.5,0,0.92,400904.9584
0.84,0,1,0,0.04,251498.642
0.41,0.67,0.5,1,0.13,178459.9288
0.71,0.67,0.5,0.5,0.99,217752.8393
0.56,1,0.5,1,0.25,270690.4631
0.71,1,0.5,0.5,0.99,314413.581
0.48,0.67,0,0,0.37,196576.0629
0.74,0.67,0.5,0.5,0.46,301447.5308
0.42,1,0.5,1,0.96,240234.9262
0.4,0.67,0,1,0.55,251143.4765
0.49,0,0,0,0.55,183809.2358
0.96,1,0.5,1,0.35,322540.5503
0.21,0,0,0,0.7,172126.5098
0.36,0.33,0,0,0.48,163922.6009
0.76,0,0,1,0.07,231014.6735
0.23,1,0,0,0.85,220918.4592
0.66,0.33,0.5,1,0.85,228523.9023
0.78,0.67,1,0.5,0.25,308200.3917
0.61,0,1,0,0.48,155904.8156
0.07,0,0.5,0.5,0.35,156762.814
0.95,1,1,0.5,0.48,332220.7964
0.38,0.67,0,0,0.7,170390.328
0.39,1,1,1,0.83,286020.5132
0.49,0.67,0.5,1,0.93,235195.3555
0.38,1,1,0.5,0.06,186024.7633
0.5,0.67,0.5,1,0.62,206035.8761
0.77,0.33,1,0,0.83,241594.4158
0.71,1,0,0.5,0.83,252552.8834
0.67,0.33,0,1,0.39,230431.9473
0.04,1,0,1,0.61,88959.52023
0.3,1,1,0.5,0.27,185041.9712
0.65,1,1,1,0.75,258498.1849
0.11,0,1,1,0.77,98663.4792
0.78,1,0,0.5,0.77,358239.8358
0.06,0.67,1,0.5,0.55,112197.8361
0.13,0,1,0,0.3,149365.791
0.63,0.67,0.5,0.5,0.65,333306.1952
0.42,0.67,0,0.5,0.83,202550.8184
0.91,0.67,1,0.5,0.49,262147.6258
0.36,0.67,0.5,0,0.46,199599.6522
0.55,0.67,0.5,0.5,0.46,272900.053
0.06,0.33,0.5,0.5,0.37,73418.10583
0.6,0,0,0.5,0.9,211487.7225
0.55,0.67,0.5,0.5,0.39,235097.0556
0.54,0.33,0,0,0.44,231480.8329
0.44,0.33,0.5,1,0.79,171211.4689
0.64,0.67,1,0,0.17,184965.0498
0.88,1,0,1,0.49,273964.4724
0.01,0.67,0,1,0.17,134257.3933
0.14,0.33,1,0,0.63,202712.2575
0.46,0.67,0.5,1,0.06,119833.2808
0.63,0.33,0,0.5,0.73,239332.0647
0.64,0.67,0,0.5,0.23,334474.7383
0.18,0.33,0,0,0.01,291972.2524
0.25,0.67,0,1,0.34,62533.35548
0.52,1,0,0.5,0.08,260456.7853
0.8,1,1,0,0.46,271235.5935
0.36,0.33,0,0,0.35,158448.0219
0.76,1,0,1,0.8,318228.5831
0.51,1,1,1,0.85,215835.3344
0.76,0,0.5,0,0.27,353065.1118
0.67,0.67,0,1,0.9,258413.0402
0.3,0.67,1,0.5,0.3,218725.8768
0.19,1,1,0,0.23,161030.2892
0.32,1,0.5,0,0.87,294997.6823
0.98,0.33,0,0,0.92,244051.4677
0.52,0.67,0,0,0.21,232259.7051
0.68,0,0.5,0.5,0.76,212249.598
0.69,0,1,1,0.77,194696.6722
0.06,1,1,1,0.59,114072.0294
0.02,0.33,1,1,0.13,114776.2548
0.88,0.33,0.5,1,0.73,275062.947
0.9,0.67,0.5,1,0.83,316486.3813
0.05,1,1,0,0.2,33289.35876
0.74,1,0,1,0.04,334159.8125
0.77,0.33,0,0,0.65,371402.9764
0.81,0,1,1,0.3,271067.4132
0.2,0,0,0.5,0.49,193297.0207
0.62,0.67,1,0.5,0.3,263629.7989
0.34,1,1,0.5,0.25,102641.9577
0.45,1,0,1,0.14,172587.4989
0.25,0,0,1,1,94130.38846
0.87,1,0.5,1,0.9,288048.8084
0.74,1,0,1,0.92,378171.4112
0.45,0.33,0,1,0.2,163192.9958
0.8,0.67,0,0.5,0.39,258318.4065
0.13,0.67,0,1,0.2,161257.1439
0.42,0.67,1,0,0.76,191445.8343
0.06,0.33,0,1,0.82,165662.7441
0.4,0.67,1,0.5,0.85,260102.0735
0.49,0.67,1,0.5,0.79,260362.4511
0.03,0,0.5,1,0.3,43639.11875
0.51,0,1,1,0.41,195827.8563
0.68,0.67,0,1,0.34,242161.2853
0.39,0.33,0.5,0.5,0.93,153279.3638
0.12,0.33,0.5,0.5,0.11,162496.3041
0.89,0.33,0.5,1,0.46,347405.0774
0.78,1,1,0.5,0.89,306731.446
0.24,1,1,0.5,0.31,135080.0175
0.51,0.33,1,1,0.13,254259.2394
0.09,0,0.5,1,0.63,171067.6468
0.94,1,1,0.5,0.7,346938.4488
0.33,0.33,1,1,0.86,229225.5268
0.13,1,0.5,1,0.54,164113.8261
0.48,1,0.5,0.5,0.9,320777.5274
0.69,1,0,0,1,250431.3919
0.25,1,0.5,0,0.93,107439.2918
0.22,0.33,0.5,0,0.73,111865.1912
0.12,1,0.5,0.5,0.59,240394.6922
0.15,0.67,0,0,0.24,202418.3735
0.15,0.33,0,0,0.46,121535.7583
0.04,0.33,0,0.5,0.11,156675.8168
0.86,0.33,0.5,1,0.01,265314.7596
0.68,1,0,0.5,0.2,198571.6081
0.96,0.33,0.5,1,0.11,345776.2667
0.5,0,1,1,0.83,256245.0814
0.89,0.67,0,1,0.14,322826.4647
0.32,0,1,0,0.85,137435.5092
0.75,0.67,0.5,0.5,0.86,228327.167
0.41,0.67,1,1,0.28,221960.3099
0.97,1,0,0.5,0.9,303946.0857
0.14,0.67,0,0.5,0.27,160468.3941
0.3,0.67,0.5,0.5,0.7,312019.1247
0.04,0,0,1,0.1,201216.5655
0.64,0.67,1,0,0.65,289261.1566
0.35,0.33,1,1,0.2,233203.1918
0.95,0.33,0,0.5,0.25,318586.5563
0.96,0.67,0,0,0.32,344763.2516
0.98,0.33,0.5,0,0.17,251269.9438
0.29,1,1,0,0.61,209029.437
0.5,0.33,0,0.5,0.08,207920.2126
0.45,1,1,1,0.99,237686.1115
0.01,0.67,0.5,0.5,0.66,152381.3277
0.07,1,1,0.5,0.2,91900.69611
0.89,1,0.5,1,0.15,246628.0101
0.79,0.67,1,0.5,0.38,270229.1476
0.01,0.67,0.5,0.5,0.8,129447.86
0.54,1,0,0.5,0.42,205497.0535
0.13,0,0,1,0.04,281879.9064
